Wed Sep 16 01:56:31 PDT 2015
minjinsong@hotmail.com ;1442393791.186919 ;1442393791.798092 ;0.611173

minjinsong@hotmail.com ;1442393791.188102 ;1442393791.809024 ;0.620922

minjinsong@hotmail.com ;1442393791.192899 ;1442393791.820091 ;0.627192

minjinsong@hotmail.com ;1442393791.197388 ;1442393791.830457 ;0.633069

minjinsong@hotmail.com ;1442393791.198060 ;1442393791.841055 ;0.642995

minjinsong@hotmail.com ;1442393791.198331 ;1442393791.852087 ;0.653756

minjinsong@hotmail.com ;1442393791.199118 ;1442393791.863054 ;0.663936

minjinsong@hotmail.com ;1442393791.194721 ;1442393791.873552 ;0.678831

minjinsong@hotmail.com ;1442393791.199976 ;1442393791.884125 ;0.684149

minjinsong@hotmail.com ;1442393791.200658 ;1442393791.895045 ;0.694387

minjinsong@hotmail.com ;1442393791.201040 ;1442393791.906113 ;0.705073

minjinsong@hotmail.com ;1442393791.202131 ;1442393791.917089 ;0.714958

minjinsong@hotmail.com ;1442393791.202404 ;1442393791.928058 ;0.725654

minjinsong@hotmail.com ;1442393791.203149 ;1442393791.938427 ;0.735278

minjinsong@hotmail.com ;1442393791.204414 ;1442393791.949043 ;0.744629

minjinsong@hotmail.com ;1442393791.206469 ;1442393791.960082 ;0.753613

minjinsong@hotmail.com ;1442393791.210527 ;1442393791.971166 ;0.760639

minjinsong@hotmail.com ;1442393791.211443 ;1442393791.982069 ;0.770626

minjinsong@hotmail.com ;1442393791.212275 ;1442393791.993056 ;0.780781

minjinsong@hotmail.com ;1442393791.213118 ;1442393792.004132 ;0.791014

minjinsong@hotmail.com ;1442393791.214337 ;1442393792.015050 ;0.800713

minjinsong@hotmail.com ;1442393791.215017 ;1442393792.026039 ;0.811022

minjinsong@hotmail.com ;1442393791.215736 ;1442393792.037057 ;0.821321

minjinsong@hotmail.com ;1442393791.216490 ;1442393792.048019 ;0.831529

minjinsong@hotmail.com ;1442393791.216759 ;1442393792.059003 ;0.842244

minjinsong@hotmail.com ;1442393791.217061 ;1442393792.070135 ;0.853074

minjinsong@hotmail.com ;1442393791.218487 ;1442393792.081026 ;0.862539

minjinsong@hotmail.com ;1442393791.218756 ;1442393792.092117 ;0.873361

minjinsong@hotmail.com ;1442393791.224108 ;1442393792.103110 ;0.879002

minjinsong@hotmail.com ;1442393791.229046 ;1442393792.114084 ;0.885038

minjinsong@hotmail.com ;1442393791.231291 ;1442393792.125118 ;0.893827

minjinsong@hotmail.com ;1442393791.232453 ;1442393792.136070 ;0.903617

minjinsong@hotmail.com ;1442393791.233428 ;1442393792.147100 ;0.913672

minjinsong@hotmail.com ;1442393791.233718 ;1442393792.158098 ;0.924380

minjinsong@hotmail.com ;1442393791.234156 ;1442393792.169085 ;0.934929

minjinsong@hotmail.com ;1442393791.235193 ;1442393792.180042 ;0.944849

